"パッケージID","ブランド事業者名","発電ユニット製造事業者名","発電ユニット番号","貯湯ユニット製造事業者名","貯湯ユニット品番","補助熱源機製造事業者名","補助熱源機品番","情報公開日","発売予定年月日","性能確認区分","成績証明書番号または自己適合宣言書番号","方式","PUの発電方式","PU仮想発電量_a_PU","PU仮想発電量_a_DHW","PU仮想発電量_a_HWH","PU仮想発電量_b","PU仮想発電量_c","PU仮想燃料消費量_a_DHW","PU仮想燃料消費量_a_HWH","PU仮想排熱量上限比_a_DHW","PU仮想排熱量上限比_a_HWH","PU仮想排熱量上限比_b","PU発電効率_a_PU","PU発電効率_a_DHW","PU発電効率_a_HWH","PU発電効率_b","PU発電効率_上限値","PU発電効率_下限値","PU排熱効率_a_PU","PU排熱効率_a_DHW","PU排熱効率_a_HWH","PU排熱効率_b","PU排熱効率_上限値","PU排熱効率_下限値","BB熱源種別","BB給湯モード熱効率_e_rtd,DHW","バックアップボイラー種類","バックアップボイラー定格効率_e_BB,rtd,HWH","バックアップボイラー定格能力_e_rtd,BB,HWH","暖房熱負荷への排熱利用","暖房熱負荷への排熱利用方式","PU給湯排熱利用率_r_DHW,gen,PU","PU暖房排熱利用率_r_HWH,gen,PU","TU補機消費電力_温水暖房_P_TU,aux,HWH","TU補機消費電力_給湯_P_TU,aux,DHW","定格発電出力_P_rtd,PU","測定データ判定プログラム","パラメータ抽出プログラム","試験基準バージョン","備考","成績証明書または自己適合宣言書PDFリンク先","承認日時","取下日時","削除日時","最終更新日時","status"
234,"東邦ガス株式会社","アイシン精機株式会社","NT-0716ARS-KBC","－","-","株式会社ノーリツ","FT4214KRSSWCM","2016-04-01","2016-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=6&key_g=NT-0716ARS-KBC&key_h=-&key_a=FT4214KRSSWCM","2016-03-31 19:32:19","","","2016-03-31 19:32:19","一般公開中"
233,"東邦ガス株式会社","アイシン精機株式会社","NT-0716ARS-KBC","－","-","株式会社ノーリツ","FT4214KRSAWCM","2016-04-01","2016-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=6&key_g=NT-0716ARS-KBC&key_h=-&key_a=FT4214KRSAWCM","2016-03-31 19:32:16","","","2016-03-31 19:32:16","一般公開中"
79,"東邦ガス株式会社","東芝燃料電池システム株式会社","NQ-0716ARS-K","株式会社長府製作所","NQZT-C16ARS-AWC","－","-","2016-04-01","2016-04-01","A","15-010-040-011","PEFC","熱主","1.3743","0.0000","0.0000","-19.1318","0.9547","1","0","0.0000","0.0000","1.3080","0.001891","0.000000","0.000000","0.2408","0.3269","0.3150","-0.002514","0.000000","0.000000","0.5432","0.4454","0.4257","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.8034","ND","ND","17.1","700","ver.1.2","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=6&key_g=NQ-0716ARS-K&key_h=NQZT-C16ARS-AWC&key_a=-","2016-03-31 16:20:02","","","2016-03-31 16:20:02","一般公開中"
166,"東邦ガス株式会社","アイシン精機株式会社","NT-0716ARS-KBC","－","-","株式会社ノーリツ","FT4216ARSAW6CZ","2016-04-01","2016-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=6&key_g=NT-0716ARS-KBC&key_h=-&key_a=FT4216ARSAW6CZ","2016-03-31 13:48:21","","","2016-03-31 13:48:21","一般公開中"
235,"東邦ガス株式会社","アイシン精機株式会社","NT-0716ARS-KC","－","-","株式会社ノーリツ","FT4216ARSAW6CZ","2016-04-01","2016-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=6&key_g=NT-0716ARS-KC&key_h=-&key_a=FT4216ARSAW6CZ","2016-03-31 13:48:19","","","2016-03-31 13:48:19","一般公開中"
449,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GT-C2452AWX-PS-2","2016-03-30","2016-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GT-C2452AWX-PS-2","2016-03-31 13:48:18","","","2016-03-31 13:48:18","一般公開中"
450,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GT-C2452AWX-T-2","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GT-C2452AWX-T-2","2016-03-31 13:48:17","","","2016-03-31 13:48:17","一般公開中"
451,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GT-C2452AWX-L-2","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GT-C2452AWX-L-2","2016-03-31 13:48:17","","","2016-03-31 13:48:17","一般公開中"
454,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GT-C2452AWX-TB-2","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GT-C2452AWX-TB-2","2016-03-31 13:48:16","","","2016-03-31 13:48:16","一般公開中"
453,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GT-C2452AWX-TF-2","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GT-C2452AWX-TF-2","2016-03-31 13:48:15","","","2016-03-31 13:48:15","一般公開中"
455,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GT-C2452SAWX","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GT-C2452SAWX","2016-03-31 13:48:14","","","2016-03-31 13:48:14","一般公開中"
459,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GT-C2452SAWX-H-2","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GT-C2452SAWX-H-2","2016-03-31 13:48:13","","","2016-03-31 13:48:13","一般公開中"
458,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GT-C2452SAWX-L-2","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GT-C2452SAWX-L-2","2016-03-31 13:48:12","","","2016-03-31 13:48:12","一般公開中"
456,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GT-C2452SAWX-PS-2","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GT-C2452SAWX-PS-2","2016-03-31 13:48:11","","","2016-03-31 13:48:11","一般公開中"
457,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GT-C2452SAWX-T-2","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GT-C2452SAWX-T-2","2016-03-31 13:48:10","","","2016-03-31 13:48:10","一般公開中"
461,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GT-C2452SAWX-TB-2","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GT-C2452SAWX-TB-2","2016-03-31 13:48:09","","","2016-03-31 13:48:09","一般公開中"
460,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GT-C2452SAWX-TF-2","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GT-C2452SAWX-TF-2","2016-03-31 13:48:08","","","2016-03-31 13:48:08","一般公開中"
446,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GTH-C2449AWDBL","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GTH-C2449AWDBL","2016-03-31 13:48:07","","","2016-03-31 13:48:07","一般公開中"
447,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GTH-C2449SAWDBL","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GTH-C2449SAWDBL","2016-03-31 13:48:06","","","2016-03-31 13:48:06","一般公開中"
384,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GTH-C2451AW3H","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GTH-C2451AW3H","2016-03-31 13:48:05","","","2016-03-31 13:48:05","一般公開中"
388,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GTH-C2451AW3H-H","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GTH-C2451AW3H-H","2016-03-31 13:48:04","","","2016-03-31 13:48:04","一般公開中"
385,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GTH-C2451AW3H-L","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GTH-C2451AW3H-L","2016-03-31 13:48:03","","","2016-03-31 13:48:03","一般公開中"
389,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GTH-C2451AW3H-PFF","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GTH-C2451AW3H-PFF","2016-03-31 13:48:03","","","2016-03-31 13:48:03","一般公開中"
386,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GTH-C2451AW3H-T","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GTH-C2451AW3H-T","2016-03-31 13:48:02","","","2016-03-31 13:48:02","一般公開中"
387,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GTH-C2451AW3H-TB","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GTH-C2451AW3H-TB","2016-03-31 13:48:01","","","2016-03-31 13:48:01","一般公開中"
390,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GTH-C2451AW6H","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GTH-C2451AW6H","2016-03-31 13:48:01","","","2016-03-31 13:48:01","一般公開中"
319,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1NJ","－","-","株式会社ノーリツ","GTH-C2451SAW3H","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1NJ&key_h=-&key_a=GTH-C2451SAW3H","2016-03-31 13:47:59","","","2016-03-31 13:47:59","一般公開中"
391,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1N","－","-","株式会社ノーリツ","GTH-C2451AW6H-AI","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1N&key_h=-&key_a=GTH-C2451AW6H-AI","2016-03-31 13:47:59","","","2016-03-31 13:47:59","一般公開中"
320,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1NJ","－","-","株式会社ノーリツ","GTH-C2451SAW3H-L","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1NJ&key_h=-&key_a=GTH-C2451SAW3H-L","2016-03-31 13:47:58","","","2016-03-31 13:47:58","一般公開中"
323,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1NJ","－","-","株式会社ノーリツ","GTH-C2451SAW3H-H","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1NJ&key_h=-&key_a=GTH-C2451SAW3H-H","2016-03-31 13:47:58","","","2016-03-31 13:47:58","一般公開中"
324,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1NJ","－","-","株式会社ノーリツ","GTH-C2451SAW3H-PFF","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1NJ&key_h=-&key_a=GTH-C2451SAW3H-PFF","2016-03-31 13:47:57","","","2016-03-31 13:47:57","一般公開中"
321,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1NJ","－","-","株式会社ノーリツ","GTH-C2451SAW3H-T","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1NJ&key_h=-&key_a=GTH-C2451SAW3H-T","2016-03-31 13:47:56","","","2016-03-31 13:47:56","一般公開中"
322,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B1NJ","－","-","株式会社ノーリツ","GTH-C2451SAW3H-TB","2016-04-01","2016-03-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0.0000","0.0000","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0.000000","0.000000","0.2788","0.4389","0.4192","-0.000617","0.000000","0.000000","0.3620","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7.0","700","ver.1.2.1","ver.1.0","平成２８年０４月０１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B1NJ&key_h=-&key_a=GTH-C2451SAW3H-TB","2016-03-31 13:47:55","","","2016-03-31 13:47:55","一般公開中"
